maxSY,minSY,meanSY,medianSY,varSY,totalvarSY,aucSY,XmaxSY,XminSY,XmeanSY,XmedianSY,XvarSY,XtotalvarSY,XaucSY,YmaxSY,YminSY,YmeanSY,YmedianSY,YvarSY,YtotalvarSY,YaucSY,subject,filecount,gesture
4689,4495,4593.425,4593.5,2061.184177,4104,367474,3.563825184,3.459991255,3.503577302,3.502657417,0.0004764821673,1.771119668,280.2861841,3.544396552,3.458958517,3.50442073,3.503689437,0.0002432773335,1.330934207,280.3536584,P1,2,freeplay
4712,4463,4595.1625,4600,2554.46693,4657,367613,3.554706268,3.455143672,3.502655544,3.502296228,0.0005148368029,1.64678458,280.2124435,3.542511869,3.460324419,3.496803237,3.497497703,0.0002420820639,1.251325724,279.7442589,P1,2,freeplay
4730,4384,4568.9875,4566,5737.759335,4099,365519,3.556223176,3.447983961,3.505073037,3.507003641,0.0005449002114,1.492239865,280.4058429,3.548927039,3.468954963,3.5030655,3.504439774,0.0003244153495,1.278671978,280.24524,P1,2,freeplay
4709,4458,4593.65,4597.5,2129.597468,4301,367492,3.547655734,3.458450857,3.495857443,3.492683547,0.0004759660621,1.798152447,279.6685955,3.573600705,3.449200173,3.49890796,3.497874203,0.0004086049587,1.696931658,279.9126368,P1,3,freeplay
4712,4421,4589.0125,4590.5,2958.265665,4043,367121,3.55431694,3.454820579,3.498505686,3.496550145,0.00045170531,1.639246818,279.8804548,3.549686661,3.455860134,3.499903434,3.49929367,0.0003519590989,1.509594508,279.9922747,P1,3,freeplay
4660,4510,4591.125,4593.5,1259.123418,3449,367290,3.558404558,3.452588082,3.500505725,3.501257883,0.0004475807907,1.463724753,280.040458,3.536490009,3.457287539,3.497945988,3.498805948,0.0002919653321,1.436614844,279.8356791,P1,3,freeplay
4677,4461,4592.925,4599.5,1860.044937,3814,367434,3.555916072,3.458112875,3.501691524,3.501085449,0.0003908177748,1.536073845,280.1353219,3.544776119,3.451557093,3.495758924,3.496101631,0.000327620326,1.780089407,279.6607139,P1,3,freeplay
4712,4431,4592.2,4585,3497.326582,4810,367376,3.546410199,3.452518948,3.500698038,3.502322947,0.0005027441217,1.772353325,280.055843,3.569416499,3.470394737,3.509618482,3.508793176,0.0004808741692,1.608784499,280.7694785,P1,4,freeplay
4727,4449,4602.6,4599,3746.724051,4095,368208,3.560381121,3.46354616,3.505458888,3.50600445,0.0005214171907,1.63274511,280.436711,3.572815534,3.451896293,3.510613046,3.509824119,0.0005429167586,1.782794873,280.8490437,P1,4,freeplay
4683,4443,4583.125,4579,2590.161392,4012,366650,3.564258384,3.447289157,3.497793194,3.49776088,0.0005156022138,1.808333946,279.8234555,3.566937789,3.455050182,3.5017292,3.499780856,0.0005772467456,1.884903013,280.138336,P1,4,freeplay
4723,4483,4586.6625,4587.5,2658.403639,4128,366933,3.537114079,3.445336226,3.496404523,3.495574835,0.0003992903458,1.650057352,279.7123618,3.532194481,3.442771084,3.493941803,3.495898892,0.0004405863221,1.617585276,279.5153443,P1,4,freeplay
4690,4497,4591.925,4595,1542.525949,3590,367354,3.542628966,3.447240618,3.497075735,3.500328721,0.0004835677192,1.628369406,279.7660588,3.549989109,3.466710613,3.501639609,3.502019659,0.0002550076532,1.331897324,280.1311688,P1,5,freeplay
4747,4426,4584.8125,4584,2804.255538,4041,366785,3.543220711,3.433887043,3.499659276,3.500653097,0.000458149476,1.779086722,279.9727421,3.545791539,3.464948679,3.499521285,3.497933567,0.0002517981065,1.433621173,279.9617028,P1,5,freeplay
4727,4511,4605.725,4601,2299.062658,4121,368458,3.535010941,3.445217391,3.496113225,3.498295569,0.0004081425007,1.382981095,279.689058,3.544390459,3.451477724,3.494725534,3.494900032,0.0003023980589,1.604283577,279.5780427,P1,5,freeplay
4684,4481,4587.8875,4592,2081.620095,4121,367031,3.550836268,3.455746367,3.49898376,3.497609673,0.0003596903441,1.500145825,279.9187008,3.553404394,3.461928934,3.497690805,3.496669741,0.000313142665,1.560858923,279.8152644,P1,5,freeplay
4685,4456,4584.45,4595,2566.301266,3892,366756,3.554371466,3.448283308,3.499448627,3.499511805,0.0004917288045,1.817325309,279.9558902,3.541703057,3.451423604,3.497463318,3.497741782,0.0003441824537,1.56261944,279.7970654,P1,6,freeplay
4716,4449,4591.9375,4596.5,2187.831487,3622,367355,3.55470123,3.452125376,3.501791325,3.500654884,0.0006074841158,2.201812765,280.143306,3.543207176,3.443963652,3.497304405,3.495690892,0.0004468973664,1.843404844,279.7843524,P1,6,freeplay
4715,4482,4599.475,4602.5,2354.201899,4670,367958,3.550559333,3.445919478,3.500503922,3.500596943,0.0006172101079,1.811148676,280.0403138,3.535776236,3.442349847,3.498982975,3.500486839,0.0003113840954,1.609189762,279.918638,P1,6,freeplay
4714,4483,4588.8125,4593,2478.711234,4329,367105,3.561646804,3.449105763,3.502659845,3.503374047,0.0005175708662,1.674237196,280.2127876,3.538359202,3.462806333,3.500355877,3.500004914,0.0002989964724,1.391927901,280.0284701,P1,6,freeplay
4704,4485,4588.7625,4594,2186.006171,4363,367101,3.548571429,3.453695652,3.502765023,3.50426629,0.000410271229,1.646559181,280.2212018,3.532658896,3.461355272,3.499444301,3.498915327,0.000312522422,1.522919918,279.9555441,P1,7,freeplay
4682,4476,4597.7875,4595.5,1919.96693,4013,367823,3.565543071,3.454623656,3.503043573,3.503124425,0.0005090404432,1.737787474,280.2434858,3.549448124,3.460358609,3.499628534,3.500972853,0.0003267213868,1.544235408,279.9702827,P1,7,freeplay
4683,4459,4577.7125,4577.5,1771.371994,3695,366217,3.565772107,3.457186881,3.501006526,3.49896196,0.0004761813416,1.701418467,280.0805221,3.5453149,3.45144357,3.505891439,3.506930964,0.0003812842938,1.627396913,280.4713151,P1,7,freeplay
4727,4470,4589.7125,4588,2414.308703,4247,367177,3.562974203,3.45958934,3.505486059,3.501704689,0.0004954609006,1.655417741,280.4388847,3.539807524,3.434454506,3.495054105,3.495016249,0.0004330523869,1.611962292,279.6043284,P1,7,freeplay
4674,4425,4576.8875,4578.5,1755.265665,3457,366151,3.544040316,3.432144411,3.498180657,3.498204672,0.0005911365326,1.709372977,279.8544526,3.543794014,3.454446619,3.502827785,3.501746839,0.000283133555,1.503270057,280.2262228,P1,8,freeplay
4707,4477,4583.4625,4583.5,2191.441614,4462,366677,3.568969274,3.444783937,3.494465765,3.491150199,0.0005335397793,2.060595683,279.5572612,3.558186285,3.446143762,3.49969098,3.500215091,0.0003789292061,1.611491846,279.9752784,P1,8,freeplay
4674,4478,4583.5125,4590.5,1773.923892,3373,366681,3.54595186,3.456592336,3.499960559,3.503334939,0.000497762192,1.797170659,279.9968447,3.555555556,3.462467645,3.500163821,3.500431999,0.0003481196758,1.480597056,280.0131057,P1,8,freeplay
4686,4460,4579.05,4579.5,2227.541772,4143,366324,3.546908776,3.453541261,3.498139552,3.494312354,0.0004432217893,1.55897434,279.8511642,3.538162162,3.463030826,3.502375448,3.504173367,0.0002603288949,1.375610677,280.1900359,P1,8,freeplay
4740,4487,4593.225,4592.5,2289.61962,4229,367458,3.550588748,3.460534899,3.502038073,3.501744323,0.0003939924249,1.588237271,280.1630458,3.546437238,3.460771565,3.499919048,3.499891304,0.0002927327111,1.710134044,279.9935238,P1,1,no
4728,4498,4604.8125,4603.5,1982.154272,3903,368385,3.553719008,3.455402148,3.499536616,3.5007076,0.0003450418005,1.462762168,279.9629293,3.539502401,3.46345733,3.499210809,3.500378475,0.0003248309056,1.630000578,279.9368647,P1,1,no
4732,4511,4597.1,4587,2489.559494,4035,367768,3.549869338,3.464803754,3.502965227,3.501572022,0.0003870808935,1.528086452,280.2372182,3.544689119,3.466536712,3.497862784,3.496760014,0.0002968471261,1.508219758,279.8290227,P1,1,no
4718,4507,4604.2,4605.5,2114.313924,4577,368336,3.559226255,3.459917445,3.503879047,3.501538494,0.0004513936377,1.782805888,280.3103238,3.545056868,3.452375879,3.496508821,3.496316767,0.0003173858349,1.627788825,279.7207057,P1,1,no
4690,4440,4591.325,4596,2135.715823,4175,367306,3.554003928,3.454054054,3.49882727,3.499730754,0.0004058644381,1.396294652,279.9061816,3.533849558,3.463280563,3.500243992,3.499945427,0.0002501153437,1.327929465,280.0195194,P1,2,no
4686,4470,4594.775,4594,2266.885443,4231,367582,3.559625027,3.447089947,3.499548255,3.497832889,0.0005563936357,1.780462149,279.9638604,3.542485103,3.453659593,3.502373391,3.502326898,0.0003409367754,1.569716854,280.1898713,P1,2,no
4719,4455,4606.975,4612.5,2456.227215,4236,368558,3.553769281,3.451106195,3.502842072,3.502621701,0.0003977421023,1.636127287,280.2273657,3.538395168,3.452266783,3.498783595,3.497259068,0.0003232233119,1.724129517,279.9026876,P1,2,no
4686,4489,4589.9,4593.5,1752.293671,3519,367192,3.549846289,3.458739441,3.501086057,3.500325647,0.0004549668197,1.776870044,280.0868846,3.579028358,3.465085639,3.505486822,3.502457884,0.0003916111642,1.369488249,280.4389458,P1,2,no
4760,4499,4592.275,4590.5,2318.100633,4436,367382,3.539960151,3.424907629,3.498362599,3.500004416,0.0004061159948,1.502785626,279.8690079,3.54021978,3.445684843,3.501226133,3.503808419,0.0003096340046,1.428566667,280.0980906,P1,3,no
4685,4455,4575.7,4576.5,1868.440506,3896,366056,3.526542016,3.452508004,3.497260296,3.50022482,0.0003422450944,1.471986001,279.7808236,3.545154911,3.4608506,3.504715136,3.503970179,0.0003741140004,1.858680685,280.3772108,P1,3,no
4692,4461,4580.3125,4576.5,2259.559335,4190,366425,3.544898405,3.459388646,3.498443325,3.499133073,0.0002941558169,1.428048042,279.875466,3.538763922,3.446627374,3.502325526,3.502843365,0.0002843823007,1.285413843,280.1860421,P1,3,no
4744,4479,4588.1375,4588,2467.006171,4586,367051,3.546145494,3.450294953,3.499731386,3.498871043,0.0004010319631,1.585237726,279.9785108,3.540852575,3.463273196,3.504284704,3.505148442,0.0003844557742,1.720453282,280.3427763,P1,3,no
4694,4506,4598.0875,4603,2091.371994,4061,367847,3.539391323,3.440989709,3.499751104,3.498752415,0.0003647499842,1.478149718,279.9800883,3.54273877,3.441397612,3.495387491,3.495073996,0.0004187495361,1.522532812,279.6309993,P1,4,no
4694,4476,4598.75,4605,1996.848101,4190,367900,3.534344529,3.455256299,3.495941585,3.499238584,0.0003991806893,1.650963419,279.6753268,3.539947894,3.456962301,3.497977919,3.496532997,0.000316596553,1.59899843,279.8382335,P1,4,no
4719,4507,4607.8875,4613,1945.0125,3765,368631,3.537093275,3.447963801,3.496159319,3.496764077,0.0003666336048,1.536096518,279.6927455,3.537280702,3.453455417,3.497112128,3.49891634,0.0003826218747,1.594115183,279.7689702,P1,4,no
4676,4498,4596.3125,4600,1704.647943,3411,367705,3.552062868,3.432796868,3.494631483,3.496976069,0.0004251079265,1.612133905,279.5705186,3.563188023,3.460649662,3.499154994,3.497655809,0.0003809074719,1.390769597,279.9323995,P1,4,no
4710,4490,4595.5625,4600.5,2307.109968,4360,367645,3.550625961,3.455693447,3.500597712,3.504101357,0.0005116688121,1.764193048,280.0478169,3.541468683,3.453937433,3.498057513,3.496132431,0.0003744065912,1.668846665,279.8446011,P1,5,no
4665,4506,4589.1625,4590.5,1450.289715,3601,367133,3.543220711,3.435671872,3.498786243,3.497441803,0.0003529500456,1.632691041,279.9028995,3.549629952,3.453689512,3.498813768,3.499944092,0.000429213887,1.765045835,279.9051015,P1,5,no
